msno,city,bd,gender,registered_via,registration_init_time
user_0000777,14,21,female,7,20161201
user_0000778,18,21,,13,20150423
user_0000779,10,23,male,3,20161223
user_0000780,1,19,female,7,20150119
user_0000781,1,22,female,4,20161025
user_0000782,14,47,female,3,20151024
user_0000783,14,21,female,13,20151226
user_0000784,1,37,male,7,20160919
user_0000785,6,2015,female,3,20160531
user_0000786,10,43,,9,20150227
user_0000787,21,38,male,3,20150511
user_0000788,17,30,female,3,20160621
user_0000789,17,0,male,3,20161225
user_0000790,14,32,,13,20151122
user_0000791,12,33,female,3,20161009
user_0000792,6,17,female,9,20150115
user_0000793,21,35,male,7,20151230
user_0000794,1,37,male,3,20160511
user_0000795,12,17,,4,20160906
user_0000796,10,34,,4,20150807
user_0000797,1,36,male,4,20160426
user_0000798,18,35,,7,20150609
user_0000799,8,21,female,7,20150217
user_0000800,17,28,male,13,20151111
user_0000801,14,44,female,3,20150823
user_0000802,1,38,,9,20150708
user_0000803,4,20,male,4,20150212
user_0000804,19,35,female,9,20160813
user_0000805,20,15,,9,20160503
user_0000806,7,37,male,13,20160326
user_0000807,1,44,male,3,20161011
user_0000808,8,2015,male,4,20150714
user_0000809,11,28,female,13,20150424
user_0000810,17,32,female,13,20170111
user_0000811,13,31,male,3,20150330
user_0000812,1,24,male,13,20150508
user_0000813,4,-1,female,4,20150218
user_0000814,18,37,,3,20160729
user_0000815,1,27,female,7,20160127
user_0000816,1,31,female,4,20160321
user_0000817,15,27,male,4,20170111
user_0000818,1,27,,4,20150301
user_0000819,1,23,,4,20161221
user_0000820,16,28,male,3,20150224
user_0000821,1,0,,3,20160518
user_0000822,16,44,female,7,20161109
user_0000823,1,50,,4,20150910
user_0000824,19,17,,7,20150908
user_0000825,19,21,female,9,20161029
user_0000826,6,-1,female,3,20161223
user_0000827,18,2015,male,3,20150116
user_0000828,10,26,male,3,20150818
user_0000829,1,38,female,3,20160109
user_0000830,18,32,male,7,20151124
user_0000831,13,18,male,3,20160319
user_0000832,1,36,male,3,20161103
user_0000833,1,34,male,7,20170124
user_0000834,1,32,male,3,20150112
user_0000835,21,35,male,3,20150920
user_0000836,17,17,,7,20150102
user_0000837,7,40,female,7,20170118
user_0000838,18,-1,male,3,20160603
user_0000839,11,44,male,7,20151022
user_0000840,15,1000,male,3,20151005
user_0000841,21,2015,male,4,20161226
user_0000842,16,25,male,4,20160308
user_0000843,1,21,male,3,20160322
user_0000844,15,35,,3,20161226
user_0000845,14,23,male,7,20150904
user_0000846,1,-1,,4,20150816
user_0000847,3,31,male,3,20160220
user_0000848,1,15,male,7,20150525
user_0000849,7,35,male,3,20160412
user_0000850,1,40,,13,20150512
user_0000851,1,2015,female,3,20151031
user_0000852,12,0,female,3,20160517
user_0000853,11,34,female,3,20150412
user_0000854,1,27,,13,20150817
user_0000855,12,-1,female,3,20150119
user_0000856,2,20,female,7,20160303
user_0000857,1,27,female,13,20160207
user_0000858,12,28,female,13,20150626
user_0000859,1,28,male,3,20161225
user_0000860,2,43,,4,20150912
user_0000861,1,25,,7,20150329
user_0000862,3,17,male,7,20160402
user_0000863,1,21,female,3,20150727
user_0000864,15,23,,3,20170118
user_0000865,1,35,female,3,20160226
user_0000866,7,44,male,3,20160419
user_0000867,2,32,male,4,20150530
user_0000868,1,41,female,3,20160418
user_0000869,15,24,male,3,20151207
user_0000870,21,39,male,3,20150606
user_0000871,20,31,male,3,20161024
user_0000872,6,31,female,3,20151019
user_0000873,18,1000,female,13,20151128
user_0000874,17,30,male,4,20150505
user_0000875,18,41,female,3,20160915
user_0000876,6,28,,7,20160808
user_0000877,21,1000,female,3,20161210
user_0000878,14,29,female,3,20160819
user_0000879,19,28,female,13,20161117
user_0000880,9,2015,,9,20161215
user_0000881,7,15,female,7,20151018
user_0000882,11,34,female,3,20160220
user_0000883,1,0,male,3,20160703
user_0000884,1,20,male,3,20160227
user_0000885,17,30,male,3,20151008
user_0000886,1,33,male,3,20150714
user_0000887,1,21,,3,20160814
user_0000888,1,32,male,7,20150327
user_0000889,12,38,female,3,20160506
user_0000890,7,38,male,3,20160617
user_0000891,1,32,,9,20160601
user_0000892,1,46,male,3,20160616
user_0000893,4,40,female,3,20150720
user_0000894,14,26,male,3,20160404
user_0000895,1,32,female,9,20150831
user_0000896,17,46,female,7,20150724
user_0000897,10,37,male,4,20161130
user_0000898,16,30,male,7,20150325
user_0000899,1,39,female,3,20160831
user_0000900,20,33,male,3,20150912
user_0000901,1,2015,male,4,20150915
user_0000902,15,-1,,13,20151013
user_0000903,4,28,,9,20160626
user_0000904,11,15,male,7,20151009
user_0000905,18,28,female,4,20150306
user_0000906,10,24,female,3,20160930
user_0000907,21,28,female,9,20150820
user_0000908,17,28,male,3,20161206
user_0000909,16,35,,3,20151112
user_0000910,18,30,female,7,20161122
user_0000911,1,29,female,9,20160303
user_0000912,6,32,male,9,20151213
user_0000913,20,34,female,4,20160604
user_0000914,15,26,,3,20160217
user_0000915,11,27,female,3,20150227
user_0000916,5,2015,male,9,20150326
user_0000917,1,34,female,13,20151128
user_0000918,4,35,male,3,20170104
user_0000919,18,17,female,9,20150608
user_0000920,10,25,female,4,20150617
user_0000921,1,28,male,3,20170110
user_0000922,19,17,female,4,20160507
user_0000923,1,2015,female,3,20150206
user_0000924,1,2015,male,4,20160111
user_0000925,14,23,male,3,20150831
user_0000926,13,25,male,7,20151211
user_0000927,1,41,female,4,20150716
user_0000928,6,2015,male,9,20150519
user_0000929,1,28,male,9,20150408
user_0000930,1,32,,3,20150918
user_0000931,18,30,male,3,20150727
user_0000932,17,36,female,13,20160720
user_0000933,9,34,female,4,20150530
user_0000934,9,20,male,3,20160915
user_0000935,7,0,male,3,20160404
user_0000936,9,0,,13,20150816
user_0000937,9,44,male,4,20160228
user_0000938,21,36,female,3,20160421
user_0000939,18,26,,4,20160524
user_0000940,7,41,male,4,20150222
user_0000941,18,29,female,4,20170127
user_0000942,1,27,male,13,20160104
user_0000943,9,31,female,13,20151017
user_0000944,1,31,female,3,20151012
user_0000945,10,27,,3,20161005
user_0000946,1,32,male,4,20170126
user_0000947,14,25,male,9,20160607
user_0000948,18,25,female,7,20160928
user_0000949,20,47,female,7,20160816
user_0000950,7,19,female,4,20150424
user_0000951,17,41,female,3,20160604
user_0000952,1,33,female,9,20160319
user_0000953,2,20,male,3,20150207
user_0000954,20,25,male,7,20160929
user_0000955,17,15,female,3,20161213
user_0000956,1,24,female,4,20151022
user_0000957,11,2015,,13,20160408
user_0000958,1,-1,female,4,20150731
user_0000959,10,36,female,3,20170108
user_0000960,1,31,female,4,20150217
user_0000961,1,20,,7,20161210
user_0000962,2,26,male,3,20150815
user_0000963,5,42,female,3,20150206
user_0000964,1,26,male,3,20150619
user_0000965,21,32,male,4,20150724
user_0000966,1,23,male,4,20151117
user_0000967,19,27,female,4,20151225
user_0000968,1,33,male,3,20150118
user_0000969,1,37,,7,20161007
user_0000970,1,-1,male,3,20160404
user_0000971,1,-1,male,9,20150425
user_0000972,16,40,,13,20150429
user_0000973,11,26,male,4,20160331
user_0000974,1,37,male,4,20160725
user_0000975,8,24,male,9,20150616
user_0000976,1,37,male,3,20150920
user_0000977,15,33,female,9,20151030
user_0000978,1,30,male,3,20160918
user_0000979,5,39,female,7,20150822
user_0000980,18,39,female,3,20160130
user_0000981,3,33,female,7,20150405
user_0000982,1,0,male,13,20150726
user_0000983,13,39,female,3,20161104
user_0000984,10,31,female,9,20151106
user_0000985,5,52,,4,20160522
user_0000986,1,15,,3,20150511
user_0000987,11,40,female,3,20161203
user_0000988,19,43,female,3,20160726
user_0000989,21,2015,male,3,20150516
user_0000990,1,15,female,7,20151128
user_0000991,16,37,male,3,20160507
user_0000992,19,0,male,7,20161001
user_0000993,4,37,,13,20160301
user_0000994,1,44,female,13,20150426
user_0000995,20,31,female,9,20161107
user_0000996,2,29,male,9,20151001
user_0000997,1,2015,male,3,20150524
user_0000998,1,27,male,13,20150908
user_0000999,5,27,male,3,20150624
user_0001000,12,33,,9,20150701
user_0001001,5,-1,male,9,20151103
user_0001002,4,40,male,7,20151106
user_0001003,1,43,,4,20170124
user_0001004,3,33,female,3,20150407
user_0001005,21,25,,4,20150609
user_0001006,1,0,,3,20150520
user_0001007,1,1000,female,3,20160120
user_0001008,1,41,,3,20170112
user_0001009,9,18,female,9,20150801
user_0001010,18,17,,13,20150820
user_0001011,1,33,,3,20150201
user_0001012,1,19,female,3,20160306
user_0001013,18,38,male,3,20160929
user_0001014,1,35,female,3,20150602
user_0001015,9,38,female,3,20151129
user_0001016,6,33,,4,20160213
user_0001017,1,29,male,4,20151005
user_0001018,13,21,,4,20160930
user_0001019,1,15,female,3,20161106
user_0001020,1,46,male,7,20160704
user_0001021,1,39,,3,20160506
user_0001022,19,15,female,4,20150209
user_0001023,1,34,male,4,20161224
user_0001024,1,28,female,9,20161207
user_0001025,2,37,female,3,20150507
user_0001026,1,36,male,7,20151014
user_0001027,5,1000,male,3,20160811
user_0001028,1,20,female,9,20150220
user_0001029,1,-1,,4,20150415
user_0001030,12,44,male,4,20160529
user_0001031,8,28,male,9,20160807
user_0001032,18,40,,7,20150714
user_0001033,1,42,female,3,20151208
user_0001034,10,29,male,3,20161116
user_0001035,6,30,female,13,20161111
user_0001036,1,39,female,3,20160712
user_0001037,3,21,male,3,20151002
user_0001038,17,15,female,13,20150827
user_0001039,21,34,male,3,20160908
user_0001040,9,21,male,3,20160515
user_0001041,10,29,,3,20150922
user_0001042,1,41,,3,20170129
user_0001043,1,41,female,4,20150302
user_0001044,8,48,female,4,20150730
user_0001045,1,36,,3,20160411
user_0001046,21,34,female,3,20150721
user_0001047,1,24,male,9,20150625
user_0001048,1,25,female,9,20160824
user_0001049,9,15,male,4,20160805
user_0001050,6,45,female,3,20150602
user_0001051,11,26,,4,20160817
user_0001052,12,-1,female,7,20161211
user_0001053,2,19,female,4,20151014
user_0001054,1,27,male,9,20161006
user_0001055,7,28,female,4,20150515
user_0001056,1,22,female,4,20160917
user_0001057,7,2015,male,3,20160910
user_0001058,16,0,female,4,20160927
user_0001059,1,0,female,7,20161201
user_0001060,10,15,male,7,20151201
user_0001061,1,22,,3,20161214
user_0001062,15,40,female,13,20160129
user_0001063,12,2015,female,7,20160810
user_0001064,16,15,female,4,20150619
user_0001065,15,19,,4,20150603
user_0001066,12,43,,7,20161022
user_0001067,10,38,male,3,20161021
user_0001068,2,30,female,7,20170115
user_0001069,1,-1,,7,20151029
user_0001070,19,-1,male,4,20160917
user_0001071,20,36,male,9,20160114
user_0001072,1,33,male,4,20150820
user_0001073,20,26,male,4,20150714
user_0001074,9,26,female,3,20160725
user_0001075,1,32,female,9,20160730
user_0001076,1,18,male,3,20151118
user_0001077,3,40,male,7,20170109
user_0001078,4,34,female,4,20160526
user_0001079,1,16,female,13,20151007
user_0001080,3,18,female,13,20161001
user_0001081,1,1000,female,3,20150527
user_0001082,21,21,male,13,20160610
user_0001083,1,32,female,7,20151230
user_0001084,14,15,female,3,20150425
user_0001085,1,21,male,4,20150525
user_0001086,5,28,male,3,20150815
user_0001087,1,28,female,4,20150421
user_0001088,11,28,female,3,20150522
user_0001089,13,25,female,3,20151226
user_0001090,4,45,female,3,20150114
user_0001091,9,24,,7,20151208
user_0001092,14,-1,,9,20150402
user_0001093,1,20,male,13,20150110
user_0001094,21,2015,female,3,20160723
user_0001095,21,-1,female,4,20161230
user_0001096,7,35,female,3,20150702
user_0001097,1,15,female,3,20170125
user_0001098,11,38,male,13,20160520
user_0001099,11,36,,3,20160918
user_0001100,4,25,male,9,20160622
user_0001101,1,38,,7,20150820
user_0001102,1,39,,3,20150901
user_0001103,1,26,female,7,20160429
user_0001104,4,36,male,3,20160327
user_0001105,1,32,female,9,20161204
user_0001106,6,36,male,3,20161220
user_0001107,13,32,,3,20160901
user_0001108,13,15,female,7,20150316
user_0001109,21,33,male,4,20170110
user_0001110,18,20,female,3,20150910
user_0001111,1,-1,female,4,20160715
user_0001112,1,43,female,3,20151006
user_0001113,6,30,male,4,20150904
user_0001114,11,29,,7,20160204
user_0001115,13,15,female,9,20150801
user_0001116,1,27,female,3,20150517
user_0001117,10,2015,male,4,20150629
user_0001118,14,26,female,13,20150612
user_0001119,10,24,male,4,20170110
user_0001120,17,33,male,7,20150314
user_0001121,1,25,female,3,20151028
user_0001122,1,22,male,9,20160221
user_0001123,1,18,male,4,20160327
user_0001124,1,21,female,9,20150417
user_0001125,16,31,male,9,20160802
user_0001126,1,42,female,9,20151111
user_0001127,1,27,female,3,20150131
user_0001128,9,22,male,7,20161019
user_0001129,1,30,,3,20150729
user_0001130,17,18,male,3,20160822
user_0001131,12,25,female,3,20161115
user_0001132,1,25,male,4,20160128
user_0001133,9,34,female,7,20151206
user_0001134,14,0,,13,20150306
user_0001135,5,34,,3,20150814
user_0001136,8,25,male,3,20150426
user_0001137,21,2015,male,3,20160507
user_0001138,8,31,female,9,20150723
user_0001139,18,0,female,4,20150612
user_0001140,1,32,,4,20160328
user_0001141,5,1000,male,7,20160730
user_0001142,1,36,male,7,20150420
user_0001143,16,25,female,3,20160516
user_0001144,19,31,,3,20160306
user_0001145,1,46,,4,20161109
user_0001146,21,41,male,9,20161230
user_0001147,15,38,male,4,20150601
user_0001148,1,0,male,3,20150204
user_0001149,1,25,female,4,20150419
user_0001150,19,28,male,4,20151008
user_0001151,12,38,male,4,20160612
user_0001152,12,39,female,4,20170115
user_0001153,21,34,female,13,20160229
user_0001154,17,2015,female,3,20160213
user_0001155,8,22,male,4,20161201
user_0001156,12,40,female,7,20170107
user_0001157,11,0,male,9,20161213
user_0001158,1,1000,male,7,20150518
user_0001159,1,25,male,4,20161128
user_0001160,1,26,male,9,20150923
user_0001161,11,31,male,4,20150127
user_0001162,21,58,female,13,20150215
user_0001163,13,28,male,3,20160712
user_0001164,3,-1,female,3,20151223
user_0001165,1,24,female,9,20160829
user_0001166,14,43,male,3,20151214
user_0001167,1,25,female,9,20160524
user_0001168,11,39,male,7,20160524
user_0001169,1,33,male,4,20150704
user_0001170,13,38,male,3,20150106
user_0001171,1,1000,male,9,20151107
user_0001172,18,18,,3,20160307
user_0001173,9,23,female,13,20151218
user_0001174,1,31,male,9,20160424
user_0001175,18,38,,3,20150411
user_0001176,10,2015,male,3,20161010
user_0001177,13,28,female,9,20160422
user_0001178,21,38,male,4,20160602
user_0001179,6,23,male,3,20150613
user_0001180,13,33,,4,20151026
user_0001181,19,31,female,3,20150622
user_0001182,1,38,male,4,20150624
user_0001183,2,15,female,7,20160510
user_0001184,19,-1,female,9,20151119
user_0001185,1,45,male,9,20151002
user_0001186,8,16,male,3,20150707
user_0001187,14,29,female,4,20160922
user_0001188,13,29,female,4,20150722
user_0001189,1,24,male,13,20150107
user_0001190,7,24,female,3,20160223
user_0001191,6,0,male,4,20161226
user_0001192,5,48,female,9,20150723
user_0001193,11,32,male,4,20160614
user_0001194,1,36,male,3,20160615
user_0001195,1,26,,4,20150828
user_0001196,1,18,female,3,20161225
user_0001197,5,0,female,13,20151108
user_0001198,10,38,male,3,20161116
user_0001199,1,23,female,3,20161102
user_0001200,1,21,female,3,20160930
user_0001201,4,45,male,7,20161222
user_0001202,17,37,female,3,20160205
user_0001203,1,30,male,9,20150812
user_0001204,12,37,female,9,20150322
user_0001205,1,-1,female,13,20160518
user_0001206,9,39,,3,20151201
user_0001207,1,41,male,3,20151228
user_0001208,2,39,male,4,20160428
user_0001209,2,30,male,13,20160703
user_0001210,1,25,female,7,20150523
user_0001211,1,48,,3,20160730
user_0001212,11,0,male,7,20160420
user_0001213,3,26,female,9,20151121
user_0001214,18,34,male,13,20160819
user_0001215,1,26,female,7,20150422
user_0001216,13,31,male,9,20150529
user_0001217,1,32,female,9,20150408
user_0001218,1,33,female,3,20160114
user_0001219,2,37,male,3,20160923
user_0001220,17,44,,7,20150926
user_0001221,15,49,female,3,20151213
user_0001222,1,37,female,4,20160601
user_0001223,1,34,,13,20160926
user_0001224,1,34,female,4,20151227
user_0001225,1,27,female,4,20160926
user_0001226,15,27,male,13,20170120
user_0001227,4,0,male,3,20160708
user_0001228,7,38,male,13,20150406
user_0001229,12,41,male,9,20150513
user_0001230,19,26,,3,20170102
user_0001231,1,36,female,3,20170124
user_0001232,2,1000,male,3,20160908
user_0001233,1,49,male,9,20151114
user_0001234,10,2015,male,3,20160210
user_0001235,4,42,male,3,20170107
user_0001236,1,22,male,9,20150131
user_0001237,9,22,female,4,20150111
user_0001238,4,32,,7,20161203
user_0001239,11,-1,female,7,20160802
user_0001240,1,19,,3,20151129
user_0001241,1,35,male,3,20161101
user_0001242,20,36,male,4,20161129
user_0001243,1,36,female,3,20160928
user_0001244,16,45,,4,20160728
user_0001245,5,19,female,7,20160510
user_0001246,1,22,female,7,20160804
user_0001247,12,36,,7,20170129
user_0001248,1,2015,female,3,20150612
user_0001249,1,36,male,3,20150705
user_0001250,19,38,,9,20150129
user_0001251,1,16,male,3,20151208
user_0001252,19,48,male,4,20160530
user_0001253,2,46,male,3,20150626
user_0001254,11,18,male,13,20150223
user_0001255,12,27,male,3,20160905
user_0001256,1,40,female,4,20160812
user_0001257,1,28,,4,20160229
user_0001258,11,36,,7,20160811
user_0001259,1,24,female,13,20160816
user_0001260,1,2015,male,7,20150823
user_0001261,1,20,,3,20150226
user_0001262,19,30,male,3,20161101
user_0001263,16,34,female,7,20150204
user_0001264,21,19,male,13,20160507
user_0001265,1,34,female,3,20150304
user_0001266,9,34,male,7,20161120
user_0001267,3,38,male,3,20161015
user_0001268,16,18,,4,20160526
user_0001269,2,44,male,4,20160210
user_0001270,17,24,male,7,20150528
user_0001271,12,25,,13,20150217
user_0001272,1,27,male,7,20160624
user_0001273,1,37,female,4,20150212
user_0001274,6,29,male,7,20150518
user_0001275,20,29,male,4,20160712
user_0001276,18,36,female,4,20160106
user_0001277,12,29,male,3,20150517
user_0001278,4,26,female,4,20161225
user_0001279,7,25,female,3,20160525
user_0001280,16,29,male,3,20150208
user_0001281,15,33,female,3,20150529
user_0001282,2,42,,4,20161031
user_0001283,14,0,male,3,20161117
user_0001284,13,41,female,9,20161127
user_0001285,1,38,,9,20150914
user_0001286,3,45,male,3,20151106
user_0001287,14,34,male,7,20160803
user_0001288,2,-1,male,9,20150428
user_0001289,17,15,male,3,20150823
user_0001290,11,30,female,4,20150524
user_0001291,6,36,female,4,20150106
user_0001292,10,37,male,7,20150126
user_0001293,1,18,,13,20150503
